Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,Yes,Travel_Rarely,1246,Research & Development,7,2,Marketing,1,531,2,Female,73,4,2,Research Director,2,Married,19729,20986,8,Y,No,12,4,3,80,1,17,2,3,2,0,0,2
47,No,Travel_Rarely,655,Human Resources,12,2,Technical Degree,1,532,2,Male,64,4,2,Human Resources,4,Married,17132,19622,6,Y,No,21,3,2,80,0,19,5,3,17,16,3,7
37,No,Travel_Frequently,1170,Human Resources,1,2,Life Sciences,1,533,3,Male,50,4,4,Manager,4,Married,3216,17805,7,Y,Yes,20,3,2,80,0,12,1,3,0,0,0,0
38,No,Travel_Rarely,153,Research & Development,22,4,Technical Degree,1,534,3,Male,86,4,1,Research Scientist,4,Divorced,8339,23142,1,Y,No,16,3,4,80,1,3,4,3,0,0,0,0
49,Yes,Non-Travel,1276,Research & Development,4,3,Medical,1,535,2,Male,52,2,3,Manufacturing Director,3,Divorced,16931,13546,3,Y,No,21,3,1,80,0,32,1,4,15,14,4,8
38,No,Travel_Rarely,514,Human Resources,18,3,Life Sciences,1,536,4,Female,61,2,3,Human Resources,4,Divorced,19999,17298,6,Y,Yes,22,3,4,80,0,3,0,3,2,0,0,1
52,Yes,Travel_Rarely,670,Research & Development,15,2,Medical,1,537,2,Female,100,2,3,Research Scientist,1,Single,19999,23123,5,Y,No,16,3,2,80,1,23,2,3,4,4,4,1
49,No,Travel_Rarely,1334,Sales,3,4,Life Sciences,1,538,3,Male,62,2,4,Manager,1,Single,15519,24310,6,Y,Yes,20,4,1,80,2,22,5,3,8,3,1,4
47,No,Travel_Rarely,109,Research & Development,7,4,Marketing,1,539,3,Male,46,3,3,Laboratory Technician,4,Married,12360,15536,0,Y,No,11,4,3,80,0,23,6,1,7,5,1,7
56,No,Non-Travel,1047,Sales,6,3,Marketing,1,540,3,Male,71,3,1,Sales Representative,1,Divorced,10328,6360,7,Y,No,24,3,2,80,0,24,1,3,15,0,0,15
29,No,Travel_Rarely,348,Human Resources,15,3,Life Sciences,1,541,2,Female,46,3,2,Manager,4,Single,19999,11639,6,Y,Yes,24,3,4,80,1,12,1,3,12,5,5,2
58,No,Travel_Rarely,935,Research & Development,15,2,Medical,1,542,4,Male,77,3,2,Research Director,3,Single,18994,22608,3,Y,No,16,3,2,80,1,18,2,2,13,0,0,10
35,No,Travel_Rarely,1464,Sales,6,5,Marketing,1,543,1,Male,77,3,2,Sales Executive,3,Divorced,11723,3285,0,Y,No,20,3,2,80,3,18,2,3,16,13,13,10
38,No,Travel_Rarely,513,Research & Development,8,3,Human Resources,1,544,3,Female,86,3,2,Research Scientist,1,Single,10205,18461,7,Y,No,12,3,1,80,0,22,4,3,4,0,0,4
30,No,Travel_Rarely,1053,Research & Development,8,5,Medical,1,545,2,Female,90,3,2,Research Director,4,Married,14095,17964,9,Y,No,21,3,2,80,1,11,2,3,5,1,1,2
38,No,Travel_Rarely,1470,Research & Development,22,2,Human Resources,1,546,3,Male,73,3,2,Research Director,3,Married,19999,11533,6,Y,No,14,3,1,80,0,19,4,3,7,1,1,2
25,No,Travel_Rarely,944,Sales,1,4,Medical,1,547,2,Female,52,2,5,Manager,4,Married,19999,8015,7,Y,No,16,4,3,80,0,16,3,4,4,4,2,0
57,No,Travel_Rarely,1421,Research & Development,26,4,Life Sciences,1,548,4,Male,82,3,1,Healthcare Representative,3,Married,7802,20503,9,Y,No,13,3,3,80,0,40,3,2,38,18,13,17
24,No,Travel_Rarely,336,Research & Development,13,3,Technical Degree,1,549,2,Male,62,3,4,Research Scientist,1,Married,19999,21989,0,Y,No,13,3,1,80,0,20,4,3,20,15,13,5
40,No,Travel_Rarely,743,Research & Development,23,5,Medical,1,550,4,Female,85,3,2,Manufacturing Director,2,Married,10430,7835,4,Y,No,22,3,2,80,1,14,1,3,1,1,1,0
49,No,Travel_Rarely,689,Research & Development,24,3,Medical,1,551,4,Female,57,3,2,Manufacturing Director,2,Married,12856,15555,8,Y,No,13,3,4,80,0,2,1,3,0,0,0,0
28,No,Travel_Rarely,334,Research & Development,21,2,Medical,1,552,2,Male,52,3,3,Manufacturing Director,1,Married,19999,10118,4,Y,No,14,3,3,80,2,13,4,2,0,0,0,0
39,No,Travel_Rarely,843,Research & Development,13,3,Technical Degree,1,553,2,Male,92,1,2,Research Director,1,Married,13193,22170,9,Y,No,19,3,3,80,1,3,2,3,3,3,1,0
39,No,Non-Travel,1098,Research & Development,11,4,Technical Degree,1,554,3,Male,36,3,2,Research Director,2,Single,14740,24977,2,Y,No,14,3,4,80,0,15,0,4,0,0,0,0
60,Yes,Travel_Rarely,411,Research & Development,4,3,Life Sciences,1,555,1,Male,31,2,2,Research Director,4,Single,6457,18242,8,Y,No,23,3,4,80,2,18,5,3,9,5,4,2
42,Yes,Travel_Rarely,1045,Research & Development,7,2,Life Sciences,1,556,1,Male,94,3,2,Manufacturing Director,3,Single,2865,15126,8,Y,No,14,3,4,80,3,35,3,3,23,18,2,1
39,Yes,Travel_Rarely,1009,Sales,28,3,Medical,1,557,1,Male,33,3,4,Sales Representative,2,Single,19999,10253,3,Y,Yes,14,3,4,80,1,20,2,4,17,3,1,11
45,No,Travel_Rarely,802,Sales,12,3,Medical,1,558,3,Male,37,2,3,Sales Representative,3,Married,15629,15401,3,Y,No,17,3,2,80,0,10,3,3,2,2,1,1
46,No,Non-Travel,579,Research & Development,27,3,Life Sciences,1,559,1,Female,78,3,1,Research Scientist,3,Divorced,7142,6722,7,Y,Yes,15,3,1,80,0,19,2,3,6,5,5,1
30,Yes,Non-Travel,437,Research & Development,13,3,Marketing,1,560,2,Female,58,3,1,Laboratory Technician,3,Married,9074,8610,6,Y,Yes,22,3,3,80,0,12,5,4,9,3,3,7
35,No,Travel_Rarely,153,Research & Development,22,4,Medical,1,561,3,Female,84,3,2,Research Scientist,3,Divorced,17200,5577,4,Y,No,12,3,4,80,1,29,1,2,20,17,15,17
19,Yes,Travel_Rarely,647,Sales,12,2,Life Sciences,1,562,1,Male,66,2,1,Sales Executive,2,Married,2464,12224,5,Y,Yes,17,3,1,80,0,29,3,3,22,5,3,17
46,Yes,Travel_Rarely,402,Sales,16,3,Life Sciences,1,563,1,Female,35,3,2,Manager,1,Married,11545,19493,2,Y,Yes,13,3,3,80,1,30,4,3,28,18,3,17
38,No,Travel_Rarely,742,Sales,6,2,Life Sciences,1,564,4,Female,53,2,1,Sales Representative,2,Married,5306,8251,5,Y,No,21,3,4,80,0,15,2,3,9,4,2,7
32,No,Travel_Rarely,1368,Research & Development,14,2,Human Resources,1,565,3,Female,69,3,2,Research Director,2,Single,2141,8452,7,Y,No,11,4,3,80,1,24,4,3,15,10,6,8
44,Yes,Travel_Rarely,457,Research & Development,19,4,Life Sciences,1,566,2,Female,41,3,1,Research Scientist,3,Single,7348,21061,9,Y,Yes,19,3,2,80,0,2,5,1,0,0,0,0
48,No,Travel_Rarely,921,Research & Development,16,4,Life Sciences,1,567,1,Female,93,2,2,Laboratory Technician,4,Married,1947,7233,8,Y,No,15,3,2,80,0,11,3,3,10,8,0,4
32,Yes,Non-Travel,936,Research & Development,27,3,Medical,1,568,3,Male,75,3,3,Laboratory Technician,2,Divorced,19530,19405,2,Y,No,20,3,1,80,0,17,2,2,3,2,2,2
40,Yes,Non-Travel,689,Human Resources,26,4,Life Sciences,1,569,2,Male,43,2,2,Manager,4,Single,2945,11797,7,Y,No,11,3,2,80,1,15,3,2,7,5,5,2
41,Yes,Travel_Rarely,978,Research & Development,4,4,Life Sciences,1,570,4,Female,56,3,5,Laboratory Technician,4,Single,16274,20215,2,Y,Yes,21,3,1,80,2,26,5,3,12,2,0,1
30,No,Non-Travel,832,Research & Development,5,4,Life Sciences,1,571,3,Female,66,1,4,Laboratory Technician,2,Married,19999,8673,1,Y,Yes,11,3,4,80,1,19,2,3,3,2,0,3
39,Yes,Travel_Frequently,1244,Research & Development,9,2,Medical,1,572,4,Female,91,4,2,Research Director,4,Single,19999,15726,4,Y,No,11,3,4,80,0,6,3,2,0,0,0,0
60,No,Non-Travel,1496,Research & Development,24,5,Medical,1,573,4,Male,96,2,1,Research Scientist,1,Divorced,6653,5132,3,Y,Yes,22,3,3,80,2,19,2,3,0,0,0,0
54,Yes,Non-Travel,838,Research & Development,3,3,Life Sciences,1,574,3,Male,43,4,4,Research Scientist,4,Married,3629,9313,4,Y,No,19,3,3,80,1,17,1,3,0,0,0,0
50,Yes,Non-Travel,1198,Research & Development,22,3,Medical,1,575,3,Male,68,4,4,Healthcare Representative,1,Divorced,11951,8594,5,Y,No,23,4,3,80,0,14,0,2,0,0,0,0
20,No,Travel_Rarely,925,Human Resources,10,1,Other,1,576,4,Female,34,3,3,Human Resources,2,Married,10424,20199,2,Y,No,18,3,1,80,0,17,5,4,0,0,0,0
36,No,Travel_Rarely,257,Sales,17,3,Life Sciences,1,577,3,Male,55,3,1,Manager,3,Married,6438,21244,0,Y,No,21,3,1,80,0,14,3,3,3,0,0,0
40,No,Travel_Rarely,872,Human Resources,19,1,Life Sciences,1,578,1,Male,82,3,5,Human Resources,4,Married,19999,4919,3,Y,Yes,23,3,2,80,0,9,1,2,2,2,0,1
46,No,Travel_Rarely,1035,Research & Development,10,2,Life Sciences,1,579,3,Male,92,4,1,Laboratory Technician,2,Married,4115,25148,5,Y,No,25,3,4,80,0,39,4,4,38,18,4,17
47,No,Travel_Rarely,677,Sales,12,3,Medical,1,580,1,Male,40,3,3,Sales Representative,4,Married,19999,13020,1,Y,No,23,3,4,80,1,5,3,3,4,0,0,2
56,No,Non-Travel,1435,Research & Development,23,4,Marketing,1,581,3,Female,62,4,4,Research Scientist,4,Single,19999,10504,1,Y,No,16,3,3,80,2,4,4,3,0,0,0,0
42,No,Travel_Rarely,1161,Human Resources,7,4,Life Sciences,1,582,3,Female,70,3,1,Human Resources,1,Married,7776,10807,0,Y,No,20,3,3,80,0,9,1,3,9,7,1,7
54,No,Travel_Rarely,349,Research & Development,18,2,Marketing,1,583,4,Female,69,4,4,Manufacturing Director,3,Married,15152,18882,8,Y,Yes,25,3,3,80,0,26,5,3,23,18,6,0
25,Yes,Non-Travel,1169,Research & Development,19,4,Life Sciences,1,584,3,Male,75,3,2,Research Director,3,Divorced,3621,23616,2,Y,No,25,3,3,80,0,19,3,3,14,8,3,5
59,No,Travel_Rarely,554,Research & Development,15,4,Medical,1,585,4,Female,33,4,5,Laboratory Technician,2,Married,6972,15171,1,Y,No,16,3,3,80,2,16,3,3,4,2,1,2
33,No,Travel_Rarely,1244,Sales,7,4,Marketing,1,586,2,Male,40,2,2,Manager,4,Married,4512,8252,3,Y,Yes,16,3,4,80,0,28,0,2,10,7,0,5
25,No,Travel_Rarely,1474,Sales,12,2,Life Sciences,1,587,2,Female,56,3,5,Sales Executive,4,Single,16432,22899,5,Y,Yes,14,3,4,80,0,26,2,4,16,8,3,10
18,No,Travel_Rarely,794,Sales,22,3,Medical,1,588,4,Male,37,3,1,Sales Representative,4,Married,8322,22175,0,Y,No,15,3,3,80,0,28,2,3,16,3,2,7
22,No,Travel_Rarely,1010,Sales,29,5,Life Sciences,1,589,4,Male,50,3,3,Sales Executive,4,Married,19999,7160,8,Y,No,20,3,3,80,1,20,5,3,13,9,4,4
20,Yes,Non-Travel,1041,Sales,7,3,Marketing,1,590,3,Female,34,3,2,Sales Representative,1,Divorced,7959,12121,8,Y,Yes,13,3,4,80,0,30,1,1,24,8,4,17
18,No,Travel_Rarely,1195,Sales,10,3,Life Sciences,1,591,2,Female,91,3,2,Sales Executive,1,Divorced,15717,2251,7,Y,Yes,13,3,4,80,1,36,3,3,24,18,5,8
21,Yes,Travel_Rarely,1048,Research & Development,25,3,Technical Degree,1,592,3,Male,61,2,1,Research Director,4,Single,3635,21653,5,Y,No,20,4,3,80,0,10,0,3,10,2,2,4
57,No,Non-Travel,555,Sales,24,3,Life Sciences,1,593,4,Female,87,3,3,Sales Executive,4,Divorced,16227,24389,3,Y,Yes,17,3,3,80,0,12,1,3,7,1,0,3
52,Yes,Travel_Rarely,368,Research & Development,22,3,Technical Degree,1,594,2,Male,56,3,1,Research Director,1,Single,3137,11907,1,Y,No,15,3,4,80,0,18,2,4,12,9,2,3
49,Yes,Non-Travel,832,Research & Development,28,1,Life Sciences,1,595,3,Male,55,3,2,Research Director,2,Married,3683,9137,7,Y,No,18,3,3,80,2,35,4,4,20,18,5,7
59,Yes,Travel_Rarely,467,Research & Development,20,3,Marketing,1,596,2,Male,69,3,1,Healthcare Representative,4,Married,5038,10015,6,Y,No,15,3,3,80,0,14,4,3,0,0,0,0
51,No,Travel_Rarely,1312,Research & Development,29,4,Life Sciences,1,597,1,Male,58,2,5,Manufacturing Director,1,Single,3212,16179,3,Y,No,22,3,2,80,2,40,5,4,39,18,11,16
60,Yes,Non-Travel,1352,Sales,10,4,Technical Degree,1,598,4,Male,36,2,1,Manager,2,Married,12827,19283,2,Y,Yes,14,3,4,80,0,2,5,1,1,1,1,1
42,No,Non-Travel,162,Sales,25,2,Life Sciences,1,599,1,Male,50,3,1,Manager,3,Single,6523,12480,5,Y,No,24,4,3,80,0,23,1,3,8,2,1,3
27,No,Travel_Rarely,269,Sales,23,5,Life Sciences,1,600,2,Male,96,4,1,Manager,4,Single,3128,9329,0,Y,No,13,3,3,80,1,40,4,2,24,16,11,15
38,No,Travel_Rarely,233,Sales,5,3,Medical,1,601,4,Female,39,3,2,Sales Executive,4,Married,10960,18981,1,Y,No,22,4,4,80,0,16,2,3,2,1,1,1
56,No,Travel_Rarely,256,Sales,18,3,Life Sciences,1,602,4,Male,91,4,1,Manager,4,Married,6962,25714,6,Y,Yes,12,3,4,80,0,10,4,4,8,0,0,1
44,No,Travel_Rarely,885,Sales,9,4,Life Sciences,1,603,2,Female,37,3,2,Manager,2,Divorced,6422,24464,2,Y,No,13,3,4,80,0,3,1,2,0,0,0,0
44,No,Travel_Rarely,823,Sales,16,4,Human Resources,1,604,4,Male,33,3,4,Sales Executive,3,Married,18433,7277,0,Y,No,17,3,1,80,0,17,4,3,6,1,1,2
19,Yes,Non-Travel,108,Sales,7,5,Other,1,605,2,Female,58,3,3,Manager,1,Married,16097,21117,1,Y,No,18,3,3,80,0,5,1,4,1,0,0,1
58,No,Travel_Rarely,624,Research & Development,25,3,Life Sciences,1,606,4,Male,41,3,2,Manufacturing Director,4,Married,18454,11051,9,Y,No,25,3,2,80,0,21,2,3,5,0,0,5
30,No,Travel_Frequently,352,Sales,27,4,Human Resources,1,607,4,Male,80,3,1,Sales Executive,3,Single,9098,18714,9,Y,No,15,3,2,80,0,11,0,3,6,2,2,5
26,Yes,Travel_Rarely,793,Research & Development,25,2,Medical,1,608,2,Male,48,3,3,Healthcare Representative,3,Single,4436,6585,8,Y,Yes,21,3,4,80,1,40,1,3,39,9,2,17
53,Yes,Travel_Rarely,1387,Research & Development,10,4,Life Sciences,1,609,1,Male,60,2,1,Research Director,4,Married,11421,12290,6,Y,No,11,4,4,80,1,40,2,3,40,18,7,17
39,No,Travel_Rarely,221,Research & Development,5,4,Marketing,1,610,2,Male,55,4,3,Manufacturing Director,1,Married,19999,8054,6,Y,No,13,3,3,80,0,9,4,4,0,0,0,0
59,No,Travel_Rarely,149,Sales,7,3,Medical,1,611,1,Female,35,3,1,Manager,4,Married,3144,3893,9,Y,Yes,14,3,1,80,1,21,4,3,16,15,8,6
43,No,Travel_Rarely,1194,Research & Development,5,2,Other,1,612,3,Female,58,4,2,Research Scientist,2,Married,5294,5481,7,Y,No,20,3,1,80,0,5,2,2,0,0,0,0
29,Yes,Non-Travel,1387,Research & Development,15,4,Life Sciences,1,613,2,Female,46,2,2,Research Director,2,Married,3714,18119,7,Y,No,23,4,3,80,1,19,1,2,0,0,0,0
34,No,Travel_Rarely,843,Sales,19,2,Medical,1,614,2,Female,49,1,4,Sales Executive,1,Single,19999,22477,8,Y,No,23,4,1,80,1,14,2,1,0,0,0,0
31,Yes,Travel_Frequently,1356,Research & Development,10,1,Life Sciences,1,615,4,Male,71,3,1,Research Scientist,4,Single,7281,3540,1,Y,Yes,22,3,3,80,1,37,4,3,34,4,4,17
31,No,Travel_Rarely,325,Human Resources,8,4,Life Sciences,1,616,2,Male,76,3,2,Manager,4,Divorced,5435,2225,7,Y,No,14,3,3,80,1,40,1,4,30,18,4,16
51,Yes,Travel_Rarely,558,Sales,24,3,Life Sciences,1,617,3,Male,99,3,1,Sales Representative,1,Married,10048,8463,7,Y,No,22,3,4,80,0,9,3,3,2,2,1,2
37,No,Travel_Rarely,820,Sales,9,4,Other,1,618,1,Male,31,3,3,Sales Executive,1,Divorced,9263,7686,4,Y,Yes,11,3,2,80,0,7,1,4,1,1,0,0
28,No,Travel_Frequently,954,Research & Development,11,3,Marketing,1,619,3,Male,66,2,4,Manufacturing Director,4,Single,19999,6307,4,Y,Yes,20,3,3,80,1,21,2,4,3,3,2,1
33,No,Travel_Rarely,1491,Research & Development,28,2,Marketing,1,620,3,Male,48,3,2,Manufacturing Director,1,Divorced,11331,24537,3,Y,No,19,3,4,80,0,25,1,3,9,6,4,7
48,No,Travel_Frequently,1050,Sales,22,4,Medical,1,621,4,Male,70,3,2,Sales Representative,3,Single,11958,14720,4,Y,Yes,22,4,3,80,0,22,1,3,10,5,0,3
23,Yes,Travel_Rarely,129,Sales,2,3,Life Sciences,1,622,1,Male,45,3,4,Sales Representative,3,Single,11118,3552,1,Y,Yes,20,4,1,80,0,16,1,3,2,2,2,1
36,Yes,Travel_Frequently,978,Research & Development,3,2,Life Sciences,1,623,2,Female,89,4,2,Research Director,4,Divorced,12563,7392,1,Y,No,25,3,1,80,0,18,2,2,17,8,4,9
54,Yes,Travel_Rarely,1002,Research & Development,13,4,Life Sciences,1,624,1,Female,86,2,2,Laboratory Technician,3,Single,8088,20500,4,Y,No,25,3,4,80,1,13,2,3,4,3,3,1
21,No,Travel_Rarely,950,Research & Development,11,3,Life Sciences,1,625,1,Male,93,3,2,Healthcare Representative,3,Married,19544,4042,2,Y,No,14,3,4,80,0,40,3,3,29,18,0,13
21,No,Travel_Rarely,202,Research & Development,28,3,Marketing,1,626,1,Female,34,3,3,Manufacturing Director,4,Single,12454,25083,0,Y,No,12,3,4,80,0,30,0,3,13,12,6,7
37,Yes,Non-Travel,159,Research & Development,10,3,Medical,1,627,3,Female,47,2,1,Manufacturing Director,2,Married,15201,11906,8,Y,No,23,4,1,80,2,17,1,3,7,0,0,6
27,Yes,Travel_Frequently,1149,Research & Development,27,4,Life Sciences,1,628,3,Male,42,3,3,Laboratory Technician,2,Divorced,19999,15057,1,Y,No,19,3,4,80,0,31,1,3,19,6,6,9
41,No,Non-Travel,516,Sales,15,4,Life Sciences,1,629,4,Male,65,3,2,Sales Representative,1,Married,19999,14099,9,Y,No,24,3,3,80,0,38,4,3,20,18,15,17
52,No,Non-Travel,1352,Sales,6,4,Life Sciences,1,630,2,Male,48,3,1,Sales Representative,4,Married,3750,8955,1,Y,No,14,3,2,80,2,8,3,3,4,3,0,4
43,No,Travel_Rarely,1294,Research & Development,1,1,Medical,1,631,3,Female,60,3,3,Manufacturing Director,4,Single,11968,9365,3,Y,No,14,4,4,80,0,7,3,2,5,2,1,5
54,No,Non-Travel,1371,Research & Development,14,4,Human Resources,1,632,4,Female,52,2,2,Laboratory Technician,1,Married,11546,12447,1,Y,No,21,3,3,80,2,40,2,3,30,7,1,12
55,No,Travel_Rarely,464,Research & Development,18,3,Medical,1,633,3,Male,61,4,1,Research Director,4,Married,6466,9961,6,Y,No,16,3,4,80,0,13,1,3,1,1,1,1
38,Yes,Travel_Rarely,522,Research & Development,24,3,Marketing,1,634,3,Male,40,3,3,Laboratory Technician,3,Single,7007,17724,9,Y,Yes,18,3,4,80,0,4,0,3,0,0,0,0
57,No,Travel_Rarely,122,Sales,11,3,Medical,1,635,4,Male,95,3,4,Sales Representative,4,Single,11396,6812,0,Y,No,15,3,2,80,0,18,2,2,7,0,0,7
56,No,Non-Travel,737,Research & Development,8,4,Life Sciences,1,636,4,Male,34,3,4,Research Director,2,Single,19999,6244,1,Y,No,22,3,3,80,1,32,3,3,19,9,1,1
38,No,Travel_Rarely,1494,Research & Development,22,4,Life Sciences,1,637,2,Male,42,2,5,Research Director,4,Divorced,6750,19001,4,Y,No,18,3,3,80,2,23,5,3,18,6,1,12
27,No,Travel_Rarely,565,Sales,3,1,Technical Degree,1,638,3,Female,93,3,4,Sales Executive,3,Married,19999,4575,1,Y,Yes,11,4,4,80,2,36,4,2,28,6,4,13
55,No,Travel_Rarely,198,Sales,14,3,Marketing,1,639,3,Female,64,4,1,Sales Representative,1,Single,6218,6578,8,Y,No,23,3,3,80,1,25,2,3,9,3,3,9
21,No,Non-Travel,1478,Research & Development,2,4,Life Sciences,1,640,3,Female,58,4,2,Manufacturing Director,4,Married,18189,25288,3,Y,Yes,14,3,4,80,0,7,2,3,0,0,0,0
37,No,Travel_Frequently,1220,Sales,29,1,Medical,1,641,4,Female,52,3,3,Manager,1,Married,19999,25980,8,Y,No,11,3,1,80,2,22,1,3,10,2,0,3
34,No,Travel_Rarely,125,Research & Development,16,5,Medical,1,642,2,Female,45,3,2,Laboratory Technician,3,Married,2885,10631,0,Y,No,13,3,3,80,1,22,2,2,18,6,4,14
24,No,Travel_Rarely,481,Sales,6,3,Medical,1,643,4,Male,55,3,2,Sales Executive,4,Divorced,16945,4406,0,Y,No,21,3,2,80,0,16,5,3,0,0,0,0
21,No,Non-Travel,497,Research & Development,1,3,Human Resources,1,644,3,Female,32,3,2,Research Director,3,Married,19999,25493,0,Y,No,17,3,2,80,1,3,1,2,1,1,1,1
46,No,Travel_Rarely,1258,Sales,14,2,Medical,1,645,2,Male,52,3,2,Manager,1,Divorced,19677,25749,3,Y,No,11,3,4,80,2,5,5,3,0,0,0,0
31,No,Travel_Rarely,155,Research & Development,10,2,Medical,1,646,4,Female,86,1,4,Healthcare Representative,4,Married,19999,2234,8,Y,Yes,15,3,1,80,1,23,3,3,10,3,0,10
20,No,Travel_Rarely,1417,Research & Development,6,5,Life Sciences,1,647,2,Male,38,1,2,Laboratory Technician,2,Single,7416,8986,7,Y,No,11,3,2,80,0,40,2,2,26,16,14,17
41,No,Travel_Rarely,1115,Research & Development,9,2,Life Sciences,1,648,1,Female,80,3,2,Healthcare Representative,3,Married,4647,9870,6,Y,No,16,3,2,80,3,27,1,3,14,10,6,8
54,No,Travel_Rarely,1237,Research & Development,7,4,Life Sciences,1,649,4,Male,62,2,5,Healthcare Representative,4,Married,10746,11407,0,Y,No,19,3,3,80,0,40,3,3,37,18,10,17
33,No,Travel_Rarely,523,Research & Development,25,3,Life Sciences,1,650,2,Male,53,3,2,Research Director,4,Married,14605,21361,2,Y,Yes,13,3,2,80,1,10,2,3,0,0,0,0
21,No,Travel_Rarely,232,Sales,2,2,Marketing,1,651,3,Male,79,3,1,Sales Representative,3,Divorced,15096,9722,8,Y,No,21,3,4,80,0,35,2,3,27,18,3,2
41,No,Non-Travel,521,Research & Development,11,1,Marketing,1,652,4,Male,81,3,2,Manufacturing Director,2,Married,16321,15351,8,Y,No,21,3,4,80,2,25,2,3,20,3,0,14
51,No,Travel_Rarely,1403,Research & Development,14,3,Life Sciences,1,653,4,Female,100,2,3,Laboratory Technician,4,Divorced,8356,16994,4,Y,Yes,24,4,2,80,0,18,1,1,4,2,2,0
47,No,Travel_Rarely,877,Research & Development,5,5,Technical Degree,1,654,4,Female,67,3,3,Laboratory Technician,1,Married,19999,9555,5,Y,No,22,3,3,80,1,40,3,2,36,18,11,15
35,No,Non-Travel,876,Research & Development,9,3,Life Sciences,1,655,3,Male,73,3,3,Laboratory Technician,1,Married,13034,11268,5,Y,Yes,25,3,2,80,0,9,2,3,4,2,0,3
36,No,Travel_Rarely,1193,Sales,7,3,Life Sciences,1,656,3,Male,85,3,3,Sales Representative,4,Married,13790,12730,9,Y,Yes,16,3,3,80,1,26,3,2,26,2,2,10
48,No,Travel_Rarely,976,Sales,25,3,Life Sciences,1,657,2,Male,95,3,1,Sales Executive,3,Married,6991,5554,3,Y,No,14,3,3,80,2,40,3,2,25,11,4,17
36,No,Travel_Rarely,276,Research & Development,14,3,Life Sciences,1,658,3,Male,74,3,4,Manufacturing Director,1,Divorced,19999,21062,0,Y,No,16,3,1,80,2,36,2,3,17,0,0,7
36,No,Travel_Frequently,1405,Research & Development,27,3,Life Sciences,1,659,4,Male,81,4,4,Research Scientist,3,Married,19999,23211,4,Y,No,12,4,1,80,0,24,3,2,10,3,3,2
39,No,Travel_Rarely,565,Research & Development,16,4,Medical,1,660,3,Female,30,1,1,Healthcare Representative,1,Single,1589,11442,0,Y,No,14,3,2,80,0,1,2,2,0,0,0,0
41,Yes,Travel_Frequently,491,Research & Development,22,3,Life Sciences,1,661,1,Male,93,3,1,Research Director,1,Married,1391,17731,0,Y,No,23,3,4,80,0,25,3,3,9,0,0,2
29,No,Travel_Rarely,849,Human Resources,16,3,Other,1,662,1,Male,37,4,5,Human Resources,1,Married,2130,13318,4,Y,No,23,3,1,80,1,7,0,2,5,5,0,5
47,No,Travel_Rarely,237,Research & Development,7,2,Life Sciences,1,663,4,Male,72,3,4,Research Scientist,4,Single,5528,15506,4,Y,No,17,4,2,80,2,21,1,3,19,12,8,8
55,Yes,Travel_Rarely,510,Sales,10,5,Life Sciences,1,664,4,Male,37,3,4,Manager,4,Single,4607,25025,6,Y,No,21,3,2,80,1,21,2,2,17,12,0,2
48,No,Non-Travel,325,Sales,21,2,Life Sciences,1,665,3,Male,58,2,4,Manager,3,Married,19999,3401,1,Y,No,16,3,4,80,0,40,4,3,28,18,2,3
53,No,Travel_Rarely,702,Sales,6,1,Medical,1,666,3,Female,42,3,2,Sales Executive,2,Married,10243,17730,5,Y,No,19,3,4,80,0,16,1,3,0,0,0,0
36,No,Travel_Rarely,1071,Sales,17,3,Life Sciences,1,667,2,Male,30,3,3,Sales Representative,4,Married,19999,14520,1,Y,No,21,3,2,80,1,39,1,3,20,14,7,3
53,No,Travel_Rarely,720,Sales,1,3,Technical Degree,1,668,4,Male,58,3,2,Sales Representative,3,Single,15407,17674,9,Y,Yes,17,3,2,80,0,35,2,2,30,18,10,10
47,Yes,Travel_Rarely,1313,Sales,2,3,Medical,1,669,3,Male,79,3,1,Sales Representative,3,Single,8321,14450,4,Y,Yes,11,3,4,80,0,19,0,4,19,16,0,17
50,No,Travel_Rarely,979,Sales,27,3,Medical,1,670,3,Male,66,4,3,Sales Representative,4,Married,2738,4946,3,Y,No,16,3,2,80,0,6,4,3,0,0,0,0
35,Yes,Travel_Rarely,110,Sales,14,4,Medical,1,671,2,Male,30,3,2,Sales Representative,3,Married,8318,20702,9,Y,Yes,21,3,4,80,0,14,3,2,0,0,0,0
45,Yes,Non-Travel,1305,Research & Development,4,2,Life Sciences,1,672,2,Female,98,4,3,Healthcare Representative,3,Single,2472,5538,4,Y,Yes,13,3,2,80,0,6,5,2,0,0,0,0
28,No,Travel_Rarely,695,Sales,27,4,Life Sciences,1,673,2,Female,77,3,2,Manager,4,Single,17462,14926,1,Y,No,18,3,1,80,2,30,0,3,12,11,0,6
50,No,Travel_Rarely,707,Research & Development,9,3,Life Sciences,1,674,4,Male,84,3,2,Research Director,3,Married,13847,16730,7,Y,Yes,23,3,4,80,0,31,2,4,12,5,5,5
